,w5_p_outcome,w5_hhid,pid,w5_p_proxyassent,w5_p_intrv_d,w5_p_intrv_m,w5_p_intrv_y,w5_p_intrv_c,w5_p_refexpl,w5_p_refexpl_o,w5_p_refint,w5_p_refgen,w5_p_refage,w5_p_respid,w5_p_resprox,w5_p_resprox_o,w5_p_sample,w5_p_duration,w5_p_dob_m,w5_p_dob_y,w5_p_gen,w5_p_popgrp,w5_p_popgrp_o,w5_p_parhpid,w5_p_mar,w5_p_mary_m,w5_p_mary_l,w5_p_evmar,w5_p_curmarst,w5_p_timewid,w5_p_timediv,w5_p_lng,w5_p_lng_o,w5_p_slpw,w5_p_slpm,w5_p_lvevoth,w5_p_brnprov,w5_p_brnprov_flg,w5_p_brndc_2001,w5_p_brndc_2001_flg,w5_p_brndc_2011,w5_p_brndc_2011_flg,w5_p_brncc,w5_p_brncc_flg,w5_p_lv94prov,w5_p_lv94prov_flg,w5_p_lv15prov,w5_p_lv15prov_flg,w5_p_moveyr,w5_p_lvbfprov,w5_p_lvbfdc_2001,w5_p_lvbfdc_2011,w5_p_lvbfcc,w5_p_emactcur,w5_p_emactcur_o,w5_p_em1occ_isco_c,w5_p_em1prod_c,w5_p_em1inc_brac1,w5_p_em1inc_brac2,w5_p_em1inc_brac3,w5_p_em1inc_brac4,w5_p_em1inc_brac5,w5_p_em1inc_brac6,w5_p_em1inc_cat,w5_p_incgovpen,w5_p_incgovpen_v,w5_p_incdis,w5_p_incdis_v,w5_p_incchld,w5_p_incchld_v,w5_p_incfos,w5_p_incfos_v,w5_p_inccare,w5_p_inccare_v,w5_p_incaid,w5_p_incaid_v,w5_p_incwar,w5_p_incwar_v,w5_p_incuif,w5_p_incuif_v,w5_p_incwc,w5_p_incwc_v,w5_p_incpfnd,w5_p_incpfnd_v,w5_p_incret,w5_p_incret_v,w5_p_incretp,w5_p_incretp_v,w5_p_incrnt,w5_p_incrnt_v,w5_p_incint,w5_p_incint_v,w5_p_incretr,w5_p_incretr_v,w5_p_incinh,w5_p_incinh_v,w5_p_inclob,w5_p_inclob_v,w5_p_incgif,w5_p_incgif_v,w5_p_incloan,w5_p_incloan_v,w5_p_incsale,w5_p_incsale_v,w5_p_inco,w5_p_inco_o,w5_p_inco_v,w5_p_grcur,w5_p_grcurtyp,w5_p_grcurecpid,w5_p_grcurecrel,w5_p_edschgrd,w5_p_edschgrd_flg,w5_p_edschgrd_o,w5_p_edschyr,w5_p_edschyr_flg,w5_p_edschage,w5_p_edter,w5_p_edter_flg,w5_p_edterlev,w5_p_edterlev_o,w5_p_edteryr,w5_p_ed17cur,w5_p_ed17curatt,w5_p_ed17curlev,w5_p_ed17curlev_o,w5_p_ed17cursub,w5_p_ed17cursub_o,w5_p_ed17curmat,w5_p_ed17wdex,w5_p_hldes,w5_p_hltb,w5_p_hlbp,w5_p_hldia,w5_p_hlstrk,w5_p_hlast,w5_p_hlhrt,w5_p_hlcan,w5_p_hlser,w5_p_hlser1,w5_p_hlser2,w5_p_hlser3,w5_p_hlser4,w5_p_hlser_o,w5_p_hlvisaid,w5_p_hlhraid,w5_p_intlng1,w5_p_intlng2,w5_p_intlng3,w5_p_intlng4,w5_p_intresp,w5_p_intrespact,w5_p_intresphear,w5_p_intrespque,w5_p_intresppid1,w5_p_intresppid2,w5_p_intresppid3,w5_p_intrvinfo
730,Successfully Interviewed,505453,321031,Yes,5th,November,2017.0,26,,,,,,321038.0,Away on business/for work,,2008 sample,10.0,February,1962.0,Male,White,,321038.0,Formally married,13.0,,,,,,Afrikaans,,4 Nights,26 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Professionals,"Community, social and personal services",More than,,More than,,More than,More than,">R24,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1979.0,Surveyed,,Yes,Surveyed,Bachelors Degree,,1983.0,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
731,Successfully Interviewed,505457,323510,Yes,2nd,August,2017.0,9,,,,,,323509.0,"In an institution (e.g. hospital, prison)",,2008 sample,29.0,April,1986.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,20 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Elementary occupations,"Agriculture, hunting, forestry and fishing",Less than,About equal to,,,,,"R1,500",No,,No,,Yes,380.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,2005.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Good,Yes,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,"Neither good, nor bad"
732,Successfully Interviewed,505458,797563,Yes,19th,February,2017.0,101,,,,,,772283.0,Refused but allowed a proxy,,2008 sample,8.0,January,1964.0,Male,African,,Don't Know,,,,,,,,IsiZulu,,7 Nights,31 Nights,Yes,KwaZulu-Natal,Surveyed,Umzinyathi District Municipality,Surveyed,Uthungulu (DC28),Surveyed,,,Gauteng,Surveyed,Gauteng,Surveyed,1992.0,Gauteng,City Of Johannesburg Metropolitan Municipality,City of Johannesburg (JHB),,Retired,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 3 (Std. 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Excellent,Yes,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
733,Successfully Interviewed,505462,321789,Yes,4th,October,2017.0,61,,,,,,,Away on business/for work,,2008 sample,18.0,July,1991.0,Female,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,30 Nights,Yes,Eastern Cape,Surveyed,O.R.Tambo District Municipality,Surveyed,Chris Hani (DC13),Surveyed,,,Eastern Cape,Surveyed,Western Cape,Surveyed,2010.0,Eastern Cape,O.R.Tambo District Municipality,Chris Hani (DC13),,Working for pay,,Technicians and associate professionals,Wholesale and Retail trade; repair etc;hotels and restaurants,More than,,About equal to,,,,"R6,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2010.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
734,Successfully Interviewed,505462,411057,Yes,4th,October,2017.0,61,,,,,,,Studying away from home,,2008 sample,9.0,September,1993.0,Male,African,,"No, partner not part of this household",,,,No,,,,IsiXhosa,,7 Nights,30 Nights,Yes,Eastern Cape,Surveyed,O.R.Tambo District Municipality,Surveyed,Chris Hani (DC13),Surveyed,,,Eastern Cape,Surveyed,Eastern Cape,Surveyed,2015.0,Western Cape,Missing,Missing,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2012.0,Surveyed,,No,Surveyed,,,,Yes,,Bachelors Degree,,Law,,"Yes, with matric exemption",,Don't know,No,No,No,No,No,No,No,No,,,,,,Refused,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,Yes,411071.0,,,Good
735,Successfully Interviewed,505464,313974,Yes,18th,April,2017.0,25,,,,,,759218.0,Temporarily unwell,,2008 sample,8.0,August,1927.0,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Poor,No,Yes,No,Yes,No,Yes,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
736,Successfully Interviewed,505469,768837,Yes,2nd,August,2017.0,74,,,,,,491998.0,Refused but allowed a proxy,,2008 sample,9.0,March,1947.0,Male,African,,308181.0,Formally married,22.0,,,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,Yes,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,Setswana,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Very good
737,Successfully Interviewed,505469,772672,Yes,1st,August,2017.0,74,,,,,,491998.0,Permanently too unwell or disabled,,2008 sample,10.0,August,1976.0,Male,African,,"No, no spouse or partner",,,,No,,,,Setswana,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",Alzheimer's disease,,,,No,No,Setswana,English,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
738,Successfully Interviewed,505472,796888,Yes,27th,November,2017.0,130,,,,,,,Deaf or has speech problems,,2008 sample,13.0,Don't know,Don't know,Female,African,,"No, spouse or partner is deceased",,,,,,Don't know,,IsiZulu,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1620.0,Yes,720.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 7 (Std. 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Poor,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,Yes,IsiZulu,Sepedi,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
739,Successfully Interviewed,505476,706774,Yes,3rd,July,2017.0,117,,,,,,308515.0,"In an institution (e.g. hospital, prison)",,2008 sample,7.0,March,1990.0,Female,African,,"No, no spouse or partner",,,,No,,,,Sepedi,,0 Nights,0 Nights,No,,,,,,,,,,,,,,,,,,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,Yes,760.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,2008.0,Surveyed,,No,Surveyed,,,,No,No,,,,,,,Fair,No,No,No,No,No,No,No,Refused,,,,,,No,No,Sepedi,Setswana,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,Yes,722129.0,741509.0,,Good
740,Successfully Interviewed,505483,304293,Yes,13th,April,2017.0,85,,,,,,310074.0,Is a tracked individual who has moved out of scope,,2008 sample,17.0,March,1978.0,Female,African,,733744.0,Formally married,20.0,,,,,,Siswati,,0 Nights,0 Nights,Yes,Outside RSA,Surveyed,,,,,Mozambique,Surveyed,Mpumalanga,Response from historical data,Missing,Derived,Don't know,Mpumalanga,Ehlanzeni District Municipality,Ehlanzeni (DC32),,Homemaker (looking after children/others/home),,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,SiSwati,,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
741,Successfully Interviewed,505484,406014,Yes,19th,September,2017.0,52,,,,,,501930.0,Unable to be contacted,,2008 sample,13.0,April,2001.0,Male,African,,"No, no spouse or partner",,,,No,,,,IsiXhosa,,7 Nights,30 Nights,Yes,Eastern Cape,Response from historical data,O.R.Tambo District Municipality,Response from historical data,Alfred Nzo (DC44),Response from historical data,,,Eastern Cape,Response from historical data,Eastern Cape,Derived,2017.0,Eastern Cape,O.R.Tambo District Municipality,O.R.Tambo (DC15),,Unemployed but not actively searching for a job in the last four weeks.,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,Yes,Child support grant,Absent,Father or mother,Grade 6 (Std. 4),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,No,Yes,Grade 7 (Std. 5),,,,,Don't know,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
742,Successfully Interviewed,505486,404450,Yes,18th,June,2017.0,45,,,,,,314809.0,Studying away from home,,2008 sample,13.0,October,1993.0,Female,African,,"No, partner not part of this household",,,,No,,,,IsiZulu,,2 Nights,22 Nights,Yes,KwaZulu-Natal,Response from historical data,Umkhanyakude District Municipality,Response from historical data,Umkhanyakude (DC27),Response from historical data,,,KwaZulu-Natal,Response from historical data,KwaZulu-Natal,Derived,2016.0,KwaZulu-Natal,Umkhanyakude District Municipality,Umkhanyakude (DC27),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,Yes,380.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2016.0,Surveyed,,No,Surveyed,,,,Yes,,Certificate requiring Grade 12/Std. 10,,Administration/clerical,,"Yes, but no exemption required",,Good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
743,Successfully Interviewed,505486,409584,Yes,18th,June,2017.0,45,,,,,,314809.0,"In an institution (e.g. hospital, prison)",,2008 sample,18.0,July,1995.0,Female,African,,"No, partner not part of this household",,,,No,,,,IsiZulu,,0 Nights,20 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 9 (Std. 7/Form 2),Surveyed,,Don't know,Surveyed,16.0,No,Surveyed,,,,No,No,,,,,,,Poor,Yes,Yes,No,No,No,No,No,Yes,HIV/AIDS,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Very good
744,Successfully Interviewed,505491,311664,Yes,27th,March,2017.0,114,,,,,,767615.0,Studying away from home,,2008 sample,12.0,June,1990.0,Male,African,,"No, no spouse or partner",,,,No,,,,Sesotho,,0 Nights,0 Nights,Yes,Free State,Surveyed,Lejweleputswa District Municipality,Surveyed,Lejweleputswa (DC18),Surveyed,,,Free State,Response from historical data,Free State,Derived,1990.0,Free State,Lejweleputswa District Municipality,Lejweleputswa (DC18),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2010.0,Surveyed,,No,Surveyed,,,,Yes,,Diploma requiring Grade 12/Std. 10,,Commerce/management,,"Yes, but no exemption required",,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Sesotho,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,767615.0,723429.0,,Very good
745,Successfully Interviewed,505491,311665,Yes,27th,March,2017.0,114,,,,,,767615.0,Away on business/for work,,2008 sample,24.0,March,1977.0,Male,African,,"No, spouse not part of this household",,14.0,,,,,,Sesotho,,0 Nights,0 Nights,Yes,Free State,Surveyed,Lejweleputswa District Municipality,Surveyed,Lejweleputswa (DC18),Surveyed,,,Free State,Response from historical data,Free State,Derived,1990.0,Free State,Lejweleputswa District Municipality,Lejweleputswa (DC18),,Working for pay,,Elementary occupations,Construction,More than,,Less than,,,,"R3,001-R5,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1998.0,Surveyed,,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,Yes,HIV/AIDS,,,,,No,No,Sesotho,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,Yes,767615.0,723429.0,,Very good
746,Successfully Interviewed,505498,639328,Yes,20th,September,2017.0,27,,,,,,629320.0,Refused but allowed a proxy,,2017 sample,7.0,July,1954.0,Female,Asian/Indian,,629320.0,Formally married,43.0,,,,,,English,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Retired,,,,,,,,,,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 10 (Std. 8/Form 3),Surveyed,,Don't know,Surveyed,17.0,No,Surveyed,,,,,,,,,,,,Very good,No,Yes,No,No,No,No,No,No,,,,,,No,No,English,,,,Neither hostile nor friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Good
747,Successfully Interviewed,505512,720794,Yes,3rd,May,2017.0,35,,,,,,315033.0,Away on business/for work,,2008 sample,8.0,September,1979.0,Male,African,,"No, partner not part of this household",,,,No,,,,IsiZulu,,2 Nights,20 Nights,Yes,KwaZulu-Natal,Surveyed,Amajuba District Municipality,Surveyed,Amajuba (DC25),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Derived,Don't know,KwaZulu-Natal,Amajuba District Municipality,Amajuba (DC25),,Working for pay,,Craft and related trades workers,"Agriculture, hunting, forestry and fishing",About equal to,,,,,,"R3,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 7 (Std. 5),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
748,Successfully Interviewed,505527,411910,Yes,3rd,October,2017.0,117,,,,,,322236.0,Permanently too unwell or disabled,,2008 sample,6.0,October,1999.0,Female,Coloured,,"No, no spouse or partner",,,,No,,,,Afrikaans,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Long term sick or disabled,,,,,,,,,,,No,,Yes,1600.0,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,No,,,,No schooling,Surveyed,,,,,,,,,,,,,,,,,,Fair,No,No,No,No,No,No,No,Yes,"Problems with sight, hearing or speech",,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
749,Successfully Interviewed,505527,734123,Yes,3rd,October,2017.0,117,,,,,,322236.0,Away on business/for work,,2008 sample,7.0,December,1973.0,Male,Coloured,,322236.0,Formally married,Less than 1 year,,,,,,Afrikaans,,4 Nights,26 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Elementary occupations,Manufacturing,More than,,More than,,About equal to,,"R12,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 11 (Std. 9/Form 4),Surveyed,,Don't know,Surveyed,17.0,No,Surveyed,,,,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Friendly,Very attentive,1+ persons within hearing range for all  of the interview,No,,,,Good
750,Successfully Interviewed,505543,321870,Yes,6th,November,2017.0,153,,,,,,319270.0,Away on business/for work,,2008 sample,12.0,April,1957.0,Female,White,,319270.0,Formally married,35.0,,,,,,Afrikaans,,4 Nights,20 Nights,Yes,Eastern Cape,Surveyed,Ukhahlamba District Municipality,Surveyed,Joe Gqabi (DC14),Surveyed,,,Western Cape,Surveyed,Missing,Derived,1985.0,North West,Central District Municipality,Ngaka Modiri Molema (DC38),,Working for pay,,Professionals,"Community, social and personal services",More than,,More than,,Less than,,"R6,001-R11,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1974.0,Surveyed,,Yes,Surveyed,Bachelors Degree,,1978.0,,,,,,,,,Excellent,No,No,No,No,No,No,No,No,,,,,,Yes,No,Afrikaans,,,,Friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Very good
751,Successfully Interviewed,505548,591015,Yes,28th,August,2017.0,108,,,,,,725593.0,Away on business/for work,,2008 sample,13.0,July,1977.0,Male,Coloured,,725593.0,Formally married,7.0,,,,,,Afrikaans,,7 Nights,31 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Craft and related trades workers,"Agriculture, hunting, forestry and fishing",More than,,More than,,Less than,,"R6,001-R11,999",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,Don't know,Surveyed,Don't know,Yes,Surveyed,Certificate requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Very good,No,No,Yes,No,No,No,No,No,,,,,,No,No,Afrikaans,English,,,Neither hostile nor friendly,Somewhat attentive,1+ persons within hearing range for part of the interview,No,,,,"Neither good, nor bad"
752,Successfully Interviewed,505556,721234,Yes,17th,April,2017.0,53,,,,,,321625.0,Refused but allowed a proxy,,2008 sample,11.0,January,1970.0,Male,African,,321625.0,Formally married,24.0,,,,,,IsiXhosa,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 8 (Std. 6/Form 1),Surveyed,,Don't know,Surveyed,Don't know,No,Surveyed,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
753,Successfully Interviewed,505557,314550,Yes,26th,July,2017.0,69,,,,,,,Temporarily away from home for other reasons  (specify),Away From Home To Seek Employment,2008 sample,10.0,June,1975.0,Female,African,,"No, no spouse or partner",,,,Yes,Widow/Widower,Less than 1 year,,IsiXhosa,,7 Nights,22 Nights,No,,,,,,,,,,,,,,,,,,Unemployed and actively searching for a job in the last four weeks,,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,No schooling,Response from historical data,,,,,,,,,,,,,,,,,,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
754,Successfully Interviewed,505558,407233,Yes,21st,February,2017.0,71,,,,,,735192.0,Studying away from home,,2008 sample,21.0,March,1995.0,Male,African,,"No, partner not part of this household",,,,No,,,,IsiXhosa,,2 Nights,8 Nights,No,,,,,,,,,,,,,,,,,,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2013.0,Surveyed,,No,Surveyed,,,,Yes,,Certificate requiring Grade 12/Std. 10,,Medical services (incl. dentistry),,"Yes, with matric exemption",,Excellent,No,No,No,No,No,No,No,No,,,,,,No,No,IsiXhosa,,,,Friendly,Very attentive,1+ persons within hearing range for part of the interview,No,,,,Good
755,Successfully Interviewed,505588,736463,Yes,12th,October,2017.0,82,,,,,,724501.0,Studying away from home,,2008 sample,10.0,March,1990.0,Female,African,,"No, partner not part of this household",,,,No,,,,IsiZulu,,7 Nights,31 Nights,Yes,KwaZulu-Natal,Surveyed,Umkhanyakude District Municipality,Surveyed,Ugu (DC21),Surveyed,,,KwaZulu-Natal,Surveyed,KwaZulu-Natal,Surveyed,2011.0,KwaZulu-Natal,Uthungulu District Municipality,Uthungulu (DC28),,"Full-time scholar or student at school, university, college or another educational institution",,,,,,,,,,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2007.0,Surveyed,,Yes,Surveyed,Bachelors Degree,,2014.0,Yes,,Bachelors Degree,,Education,,"Yes, with matric exemption",,Very good,No,No,No,No,No,No,No,No,,,,,,No,No,IsiZulu,English,,,Friendly,Somewhat attentive,No other person within hearing range at any time,No,,,,Very good
756,Successfully Interviewed,505593,660026,Yes,30th,November,2017.0,155,,,,,,697403.0,Away on business/for work,,2017 sample,11.0,April,1957.0,Male,White,,697403.0,Formally married,35.0,,,,,,English,,7 Nights,30 Nights,No,,,,,,,,,,,,,,,,,,Working for pay,,Craft and related trades workers,Construction,More than,,More than,,More than,More than,">R24,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,1975.0,Surveyed,,Yes,Surveyed,Bachelors Degree and diploma,,1981.0,,,,,,,,,Good,No,Yes,No,No,No,No,No,No,,,,,,Yes,No,English,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Very good
757,Successfully Interviewed,505608,689580,Yes,1st,November,2017.0,75,,,,,,606326.0,Away on business/for work,,2017 sample,10.0,February,1971.0,Male,White,,606326.0,Formally married,2.0,,,,,,Afrikaans,,7 Nights,30 Nights,Yes,Gauteng,Surveyed,City Of Tshwane Metropolitan Municipality,Surveyed,City of Tshwane (TSH),Surveyed,,,Don't know,Surveyed,North West,Surveyed,2014.0,North West,Southern District Municipality,Dr Kenneth Kaunda (DC40),,Working for pay,,Professionals,"Community, social and personal services",More than,,More than,,About equal to,,"R12,000",No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,,,,,,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Surveyed,,2005.0,Surveyed,,Yes,Surveyed,Certificate requiring Grade 12/Std. 10,,Don't know,,,,,,,,,Very good,No,Yes,Yes,No,No,No,No,No,,,,,,Yes,No,Afrikaans,,,,Friendly,Very attentive,No other person within hearing range at any time,No,,,,Good
